"transaction_id","cardholder_id","card_id","merchant_id","transaction_date","merchant_category","transaction_amount","merchant_country","entry_mode","transaction_currency"
"1240","5194","8356","9057","2025-11-21","electronics","8525.95","sg","chip","gbp"
"1241","15202","9624","8925","2025-03-22","grocery","6093.98","us","wallet","cad"
"1242","5248","3389","8867","2025-03-31","gaming","959.66","sg","manual_keyed","usd"
"1243","17140","2336","1372","2025-06-09","cash_advance","2504.11","fr","wallet","cad"
"1244","304","24127","2553","2025-04-05","cash_advance","675.76","fr","chip","gbp"
"1245","14103","7986","663","2025-07-20","digital_services","9258.69","uk","manual_keyed","eur"
"1246","10455","5733","8028","2025-07-31","fuel","7104.36","us","manual_keyed","usd"
"1247","13907","5090","1731","2025-06-23","electronics","8403.24","uk","ecommerce","eur"
"1248","11109","7682","14434","2025-06-28","electronics","2023.79","fr","ecommerce","gbp"
"1249","570","11730","12364","2025-12-27","cash_advance","6636.79","us","wallet","gbp"
"1250","3584","7503","13315","2025-06-20","digital_services","5299.02","fr","wallet","cad"
"1251","1448","2802","12421","2025-05-04","gaming","9407.26","fr","chip","eur"
"1252","3172","23964","9488","2025-09-24","gaming","5438.86","mx","chip","cad"
"1253","13999","21367","6000","2025-01-09","digital_services","5209.72","us","contactless","eur"
"1254","6911","6082","736","2025-05-15","grocery","1431.45","us","manual_keyed","gbp"
"1255","1199","7682","3718","2025-03-20","fuel","9347.83","ae","manual_keyed","usd"
"1256","16936","5076","1633","2025-09-08","digital_services","1250.05","sg","contactless","eur"
"1257","1292","21950","4318","2025-03-11","grocery","546.66","br","contactless","usd"
"1258","5737","8783","5131","2025-05-20","grocery","2481.48","ae","wallet","usd"
"1259","5487","23659","4968","2025-08-15","electronics","643.17","fr","ecommerce","gbp"
"1260","14316","14983","13599","2025-04-28","cash_advance","93.16","uk","ecommerce","cad"
"1261","7252","23986","12127","2025-11-02","grocery","2082.63","us","contactless","gbp"
"1262","13302","11234","1279","2025-12-01","travel","4173.4","us","contactless","cad"
"1263","2063","12364","12080","2025-06-08","travel","1649.47","uk","wallet","eur"
"1264","3673","17609","1106","2025-09-28","electronics","4753.93","fr","wallet","cad"
"1265","16919","9203","2308","2025-12-31","electronics","3938.15","de","manual_keyed","gbp"
"1266","17441","9143","2264","2025-11-14","jewelry","3266.58","uk","wallet","usd"
"1267","285","19139","9502","2025-03-21","fuel","9156.53","br","chip","gbp"
"1268","10464","21697","1337","2025-09-25","jewelry","2536.04","sg","wallet","eur"
"1269","5952","1983","10932","2025-05-04","grocery","6986.46","fr","manual_keyed","gbp"
"1270","1280","11022","10354","2025-02-08","fuel","3314.5","ae","ecommerce","usd"
"1271","17713","3956","12963","2025-09-19","digital_services","4094.06","sg","ecommerce","gbp"
"1272","480","2769","7740","2025-02-22","cash_advance","5211.04","de","chip","eur"
"1273","439","9976","1565","2025-12-08","cash_advance","3883.8","uk","contactless","cad"
"1274","3049","7859","10115","2025-02-27","digital_services","207.72","us","contactless","gbp"
"1275","3913","18897","11938","2025-12-29","grocery","3738.49","fr","ecommerce","usd"
"1276","8807","8270","5245","2025-12-06","electronics","8038.75","sg","chip","eur"
"1277","4905","19711","7356","2025-01-03","cash_advance","5292.6","us","chip","usd"
"1278","1716","15889","12530","2025-01-14","jewelry","7927.77","ae","contactless","usd"
"1279","7337","14424","11182","2025-05-28","electronics","3368.4","uk","contactless","gbp"
"1280","595","13506","13378","2025-11-27","jewelry","467.83","ae","wallet","eur"
"1281","2394","9158","14652","2025-04-22","digital_services","6657.21","de","contactless","eur"
"1282","3578","857","4018","2025-08-11","digital_services","6306.11","de","wallet","eur"
"1283","9191","4315","12378","2025-10-26","cash_advance","1108.89","us","wallet","gbp"
"1284","16329","16556","3056","2025-04-01","fuel","446.33","us","contactless","usd"
"1285","6734","23973","11069","2025-05-31","grocery","6245.68","de","contactless","usd"
"1286","17243","1761","8134","2025-03-15","jewelry","3651.09","us","contactless","cad"
"1287","7429","15932","10702","2025-03-02","electronics","9097.93","de","wallet","usd"
"1288","4545","9441","7851","2025-09-07","fuel","3121.39","ae","ecommerce","usd"
"1289","6798","4210","8331","2025-04-09","digital_services","641.79","sg","chip","eur"
"1290","5527","15572","12057","2025-06-29","electronics","4442.64","us","ecommerce","usd"
"1291","2783","7880","433","2025-01-23","digital_services","1943.12","uk","wallet","cad"
"1292","12788","3582","11348","2025-09-04","jewelry","4645.23","uk","contactless","gbp"
"1293","7946","23109","9868","2025-03-12","grocery","8488.91","ae","contactless","usd"
"1294","1219","14061","11480","2025-04-30","digital_services","7778.79","mx","ecommerce","gbp"
"1295","4170","20803","8466","2025-11-07","cash_advance","5152.82","uk","contactless","usd"
"1296","11836","440","11955","2025-12-17","digital_services","3985.47","uk","contactless","gbp"
"1297","9849","898","3519","2025-01-08","cash_advance","7014.33","de","contactless","cad"
"1298","15514","14672","8534","2025-08-26","digital_services","2993.05","mx","manual_keyed","usd"
"1299","8757","1083","11563","2025-04-07","jewelry","6818.15","de","wallet","usd"
"1300","9573","3332","7518","2025-12-21","cash_advance","530.61","br","manual_keyed","usd"
"1301","14148","8849","5779","2025-09-27","jewelry","2683.35","mx","contactless","usd"
"1302","3988","15632","5241","2025-10-21","jewelry","8896.84","de","manual_keyed","usd"
"1303","11964","11705","7964","2025-01-15","cash_advance","2728.98","sg","contactless","usd"
"1304","9570","16042","5783","2025-02-07","fuel","2411.75","uk","wallet","gbp"
"1305","8468","1834","12435","2025-07-27","fuel","2534.17","mx","ecommerce","gbp"
"1306","178","3376","1668","2025-10-26","cash_advance","401.3","ae","manual_keyed","eur"
"1307","3455","6076","9028","2025-08-17","fuel","6692.98","us","manual_keyed","usd"
"1308","17616","17832","8553","2025-01-24","electronics","5530.26","de","wallet","usd"
"1309","15180","2852","4944","2025-07-31","grocery","5514.81","de","manual_keyed","usd"
"1310","15610","701","7699","2025-08-28","cash_advance","5374.53","de","manual_keyed","gbp"
"1311","9479","7879","8698","2025-11-02","jewelry","3483.13","fr","chip","usd"
"1312","15183","1334","5286","2025-10-02","fuel","6549.63","ae","chip","eur"
"1313","7715","20677","8102","2025-02-02","digital_services","5372.5","de","contactless","gbp"
"1314","12000","234","2261","2025-02-11","fuel","4703.97","ae","wallet","cad"
"1315","5661","17931","1862","2025-07-03","grocery","2428.29","ae","chip","gbp"
"1316","3949","6778","2444","2025-08-27","digital_services","6679.52","fr","ecommerce","cad"
"1317","13250","7683","6390","2025-05-11","jewelry","393.85","sg","manual_keyed","cad"
"1318","17430","13099","3830","2025-08-18","grocery","3219.37","mx","manual_keyed","gbp"
"1319","12832","553","8422","2025-08-28","cash_advance","8204.11","fr","contactless","eur"
"1320","2842","3634","13989","2025-07-26","travel","5800.01","fr","ecommerce","eur"
"1321","1309","1023","2383","2025-06-22","electronics","9173.56","uk","ecommerce","eur"
"1322","6916","2903","8419","2025-10-04","grocery","7493.58","mx","contactless","usd"
"1323","15208","11022","137","2025-08-10","cash_advance","2119.15","de","contactless","gbp"
"1324","10737","5927","13431","2025-12-05","digital_services","3745.39","br","contactless","usd"
"1325","13786","10117","2755","2025-10-09","fuel","8480.5","ae","wallet","usd"
"1326","14525","22403","3695","2025-06-16","digital_services","4881.74","mx","contactless","gbp"
"1327","15657","8775","13286","2025-10-12","digital_services","2460.68","mx","manual_keyed","cad"
"1328","5893","15098","5385","2025-01-15","gaming","1413.94","ae","chip","eur"
"1329","10951","8589","13579","2025-04-04","jewelry","7311.96","mx","manual_keyed","eur"
"1330","3524","17061","13545","2025-11-11","fuel","8322.84","fr","ecommerce","usd"
"1331","6981","15590","11354","2025-02-08","electronics","2516.91","br","wallet","cad"
"1332","15439","6686","10787","2025-10-30","jewelry","2025.87","de","wallet","eur"
"1333","2017","22180","6893","2025-12-05","digital_services","6215.07","de","ecommerce","cad"
"1334","14604","2186","11552","2025-01-01","gaming","6302.68","sg","contactless","cad"
"1335","15158","15515","10911","2025-12-07","grocery","4369.22","ae","wallet","gbp"
"1336","1268","12369","6123","2025-08-22","travel","5337.87","br","contactless","gbp"
"1337","11451","12810","9657","2025-04-13","digital_services","3137.18","sg","wallet","usd"
"1338","8611","15854","14779","2025-06-11","digital_services","2951.55","fr","contactless","eur"
"1339","13832","295","1324","2025-05-16","electronics","6989.75","sg","contactless","eur"
"1340","3609","14354","6478","2025-10-26","cash_advance","2669.01","us","contactless","eur"
"1341","17103","5934","3300","2025-05-01","fuel","4268.76","us","wallet","gbp"
"1342","10187","195","5542","2025-08-18","fuel","9461.17","br","chip","eur"
"1343","7058","17123","3009","2025-04-13","electronics","1483.98","fr","contactless","eur"
"1344","6448","5715","9597","2025-11-03","digital_services","3579.55","de","manual_keyed","eur"
"1345","16508","1860","12221","2025-07-29","jewelry","4655.96","us","wallet","eur"
"1346","5029","14295","1997","2025-04-27","electronics","6882.35","us","manual_keyed","usd"
"1347","9243","23823","9931","2025-06-27","electronics","4917.41","mx","chip","cad"
"1348","9104","794","3788","2025-04-11","travel","8066.59","ae","ecommerce","eur"
"1349","6076","12701","9965","2025-10-18","travel","4932.85","sg","manual_keyed","usd"
"1350","9104","14020","4495","2025-08-01","fuel","1379.31","br","contactless","gbp"
"1351","672","24086","11519","2025-04-29","grocery","3180.17","uk","wallet","cad"
"1352","14918","15984","14751","2025-11-05","grocery","3587.67","uk","wallet","cad"
"1353","12052","5008","12872","2025-09-20","electronics","6126.39","sg","chip","gbp"
"1354","11511","9573","12723","2025-10-08","gaming","7207.71","de","ecommerce","gbp"
"1355","5371","11850","5730","2025-11-06","gaming","1176.97","sg","manual_keyed","usd"
"1356","15360","9199","9097","2025-09-27","fuel","4067.72","mx","ecommerce","cad"
"1357","12492","5806","1230","2025-01-08","fuel","8795.93","de","manual_keyed","cad"
"1358","9469","10887","1822","2025-11-07","fuel","3798.97","fr","ecommerce","cad"
"1359","4416","3121","8981","2025-10-13","travel","7105.31","mx","manual_keyed","cad"
"1360","4063","4147","9051","2025-02-16","fuel","7424.5","fr","chip","gbp"
"1361","16347","9863","1523","2025-11-03","jewelry","976.71","ae","contactless","usd"
"1362","7510","10539","970","2025-02-10","grocery","8405.73","sg","manual_keyed","cad"
"1363","11853","1489","232","2025-05-05","gaming","649.65","de","manual_keyed","usd"
"1364","11460","14147","3805","2025-12-12","cash_advance","8813.34","ae","contactless","eur"
"1365","8911","8432","7125","2025-05-03","grocery","2317.66","ae","ecommerce","cad"
"1366","7016","18014","619","2025-07-10","travel","1571.31","mx","chip","gbp"
"1367","15020","21968","12832","2025-09-24","cash_advance","3774.83","fr","contactless","eur"
"1368","16415","8169","8612","2025-03-18","travel","28.25","mx","ecommerce","cad"
"1369","9309","16276","719","2025-04-27","fuel","5927.64","ae","ecommerce","eur"
"1370","948","8373","1956","2025-12-06","jewelry","4581.75","sg","manual_keyed","usd"
"1371","2083","14719","5955","2025-10-18","digital_services","2225.25","ae","contactless","gbp"
"1372","5446","4658","14190","2025-06-20","gaming","4579.42","de","wallet","gbp"
"1373","286","3983","6919","2025-10-13","cash_advance","4368.81","sg","wallet","gbp"
"1374","17884","13387","9581","2025-07-03","grocery","1897.76","uk","chip","cad"
"1375","10630","3566","3813","2025-09-01","gaming","4743.94","us","wallet","gbp"
"1376","1500","4033","11765","2025-12-02","jewelry","2598.31","sg","wallet","cad"
"1377","15021","13","12381","2025-12-04","jewelry","4550.88","ae","chip","gbp"
"1378","13036","1239","11828","2025-11-18","jewelry","1335.43","de","chip","usd"
"1379","8569","4346","1060","2025-06-14","grocery","4036.24","uk","chip","usd"
"1380","4573","3800","3193","2025-01-25","grocery","2225.46","sg","contactless","eur"
"1381","14475","16232","8577","2025-01-17","cash_advance","1579.37","us","chip","cad"
"1382","4714","6842","9225","2025-12-27","electronics","2020.72","sg","wallet","eur"
"1383","8606","18959","7691","2025-06-26","jewelry","2145.91","ae","contactless","eur"
"1384","9231","1058","2378","2025-06-28","electronics","6023.11","sg","manual_keyed","cad"
"1385","8842","9077","11099","2025-06-17","cash_advance","1334.7","br","manual_keyed","usd"
"1386","16360","617","469","2025-11-23","electronics","743.21","mx","contactless","cad"
"1387","11679","16275","9376","2025-10-15","jewelry","619.91","br","contactless","usd"
"1388","13895","5457","4665","2025-03-07","digital_services","5357.53","ae","wallet","cad"
"1389","2545","1779","1830","2025-03-02","gaming","5746.85","sg","chip","usd"
"1390","13683","19803","7487","2025-05-23","grocery","1524.47","de","contactless","eur"
"1391","7905","2001","504","2025-01-30","travel","6865.9","uk","contactless","usd"
"1392","4589","18514","11499","2025-10-21","digital_services","5838.72","ae","contactless","eur"
"1393","11938","4947","7449","2025-06-18","digital_services","6200.17","fr","wallet","usd"
"1394","15557","9340","10173","2025-08-08","grocery","7774.01","uk","ecommerce","cad"
"1395","10247","15469","12495","2025-12-28","gaming","8514.32","us","chip","eur"
"1396","2303","2785","8865","2025-06-01","digital_services","8298.77","fr","manual_keyed","cad"
"1397","16719","23532","6172","2025-09-12","grocery","3591.75","fr","wallet","cad"
"1398","15818","15393","13907","2025-03-24","fuel","1554.58","uk","wallet","gbp"
"1399","12038","14359","4848","2025-12-27","electronics","9191.68","fr","contactless","eur"
"1400","14556","11833","9299","2025-12-17","gaming","3716.44","uk","chip","usd"
"1401","257","1319","11994","2025-09-13","electronics","8507.66","us","contactless","eur"
"1402","10385","4838","2423","2025-01-02","travel","1332.74","fr","chip","gbp"
"1403","13173","14622","6000","2025-01-28","digital_services","4050.06","mx","contactless","cad"
"1404","12303","4678","10436","2025-05-02","grocery","3412.33","mx","wallet","gbp"
"1405","8631","6617","12014","2025-05-10","electronics","7110.02","sg","contactless","usd"
"1406","9111","14551","4500","2025-07-03","cash_advance","5427.36","br","wallet","gbp"
"1407","1851","12468","8085","2025-03-10","gaming","7977.39","mx","manual_keyed","eur"
"1408","17319","10177","2602","2025-12-23","travel","4873.11","br","contactless","gbp"
"1409","14869","14559","301","2025-10-25","digital_services","481.61","sg","wallet","eur"
"1410","15997","4908","2559","2025-02-01","travel","4103.67","fr","chip","eur"
"1411","10348","7917","12417","2025-05-18","travel","7707.98","us","contactless","gbp"
"1412","9427","10445","6825","2025-09-10","cash_advance","9339.29","fr","manual_keyed","gbp"
